kode,cmg,tipe,nomor,keparahan,deskripsi,regional,kelas_rs,kepemilikan,rawat,tarif_kelas3,tarif_kelas2,tarif_kelas1
K-4-13-II,K,4,13,II,"DIVERTIKULITIS, DIVERTIKULOSIS DAN PENYAKIT PERADANGAN USUS BESAR (SEDANG)",1,D,PEMERINTAH,INAP,4243400,4943600,5643700
K-4-13-III,K,4,13,III,"DIVERTIKULITIS, DIVERTIKULOSIS DAN PENYAKIT PERADANGAN USUS BESAR (BERAT)",1,D,PEMERINTAH,INAP,5926000,6903700,7881500
K-4-14-I,K,4,14,I,GANGGUAN PEMBULUH DARAH GASTROINTERTINAL (RINGAN),1,D,PEMERINTAH,INAP,1722200,2006400,2290600
K-4-14-II,K,4,14,II,GANGGUAN PEMBULUH DARAH GASTROINTERTINAL (SEDANG),1,D,PEMERINTAH,INAP,2311800,2693200,3074700
K-4-14-III,K,4,14,III,GANGGUAN PEMBULUH DARAH GASTROINTERTINAL (BERAT),1,D,PEMERINTAH,INAP,3709500,4321500,4933600
K-4-15-I,K,4,15,I,OBSTRUKSI SALURAN GASTROINTESTINAL (RINGAN),1,D,PEMERINTAH,INAP,1897000,2210000,2523000
K-4-15-II,K,4,15,II,OBSTRUKSI SALURAN GASTROINTESTINAL (SEDANG),1,D,PEMERINTAH,INAP,3042400,3544400,4046400
K-4-15-III,K,4,15,III,OBSTRUKSI SALURAN GASTROINTESTINAL (BERAT),1,D,PEMERINTAH,INAP,3718700,4332200,4945800
K-4-16-I,K,4,16,I,INFEKSI-INFEKSI GASTROINTESTINAL (RINGAN),1,D,PEMERINTAH,INAP,2514700,2929600,3344500
K-4-16-II,K,4,16,II,INFEKSI-INFEKSI GASTROINTESTINAL (SEDANG),1,D,PEMERINTAH,INAP,3015500,3513000,4010600
K-4-16-III,K,4,16,III,INFEKSI-INFEKSI GASTROINTESTINAL (BERAT),1,D,PEMERINTAH,INAP,4114900,4793900,5472800
K-4-17-I,K,4,17,I,NYERI ABDOMEN & GASTROENTERITIS LAIN-LAIN (RINGAN),1,D,PEMERINTAH,INAP,1227400,1429900,1632400
K-4-17-II,K,4,17,II,NYERI ABDOMEN & GASTROENTERITIS LAIN-LAIN (SEDANG),1,D,PEMERINTAH,INAP,1801300,2098500,2395600
K-4-17-III,K,4,17,III,NYERI ABDOMEN & GASTROENTERITIS LAIN-LAIN (BERAT),1,D,PEMERINTAH,INAP,2044900,2382300,2719700
K-4-18-I,K,4,18,I,GANGGUAN SISTEM PENCERNAAN LAIN-LAIN (RINGAN),1,D,PEMERINTAH,INAP,1141300,1329600,1517900
K-4-18-II,K,4,18,II,GANGGUAN SISTEM PENCERNAAN LAIN-LAIN (SEDANG),1,D,PEMERINTAH,INAP,1621600,1889200,2156800
K-4-18-III,K,4,18,III,GANGGUAN SISTEM PENCERNAAN LAIN-LAIN (BERAT),1,D,PEMERINTAH,INAP,1946000,2267100,2588200
L-1-20-I,L,1,20,I,PEMINDAHAN KULIT PADA LUKA BAKAR (RINGAN),1,D,PEMERINTAH,INAP,12839800,14958300,17076900
L-1-20-II,L,1,20,II,PEMINDAHAN KULIT PADA LUKA BAKAR (SEDANG),1,D,PEMERINTAH,INAP,19437900,22645100,25852300
L-1-20-III,L,1,20,III,PEMINDAHAN KULIT PADA LUKA BAKAR (BERAT),1,D,PEMERINTAH,INAP,29815800,34735400,39655100
L-1-30-I,L,1,30,I,PEMINDAHAN KULIT TANPA LUKA BAKAR (RINGAN),1,D,PEMERINTAH,INAP,6058600,7058200,8057900
L-1-30-II,L,1,30,II,PEMINDAHAN KULIT TANPA LUKA BAKAR (SEDANG),1,D,PEMERINTAH,INAP,10991800,12805400,14619000
L-1-30-III,L,1,30,III,PEMINDAHAN KULIT TANPA LUKA BAKAR (BERAT),1,D,PEMERINTAH,INAP,14413400,16791600,19169800
L-1-40-I,L,1,40,I,"PROSEDUR PADA KULIT, JARINGAN) BAWAH KULIT (RINGAN)",1,D,PEMERINTAH,INAP,3700600,4311200,4921700
L-1-40-II,L,1,40,II,"PROSEDUR PADA KULIT, JARINGAN) BAWAH KULIT (SEDANG)",1,D,PEMERINTAH,INAP,5852500,6818200,7783800
L-1-40-III,L,1,40,III,"PROSEDUR PADA KULIT, JARINGAN) BAWAH KULIT (BERAT)",1,D,PEMERINTAH,INAP,9612300,11198300,12784300
L-1-50-I,L,1,50,I,PROSEDUR PADA PAYUDARA (RINGAN),1,D,PEMERINTAH,INAP,4457000,5192400,5927800
L-1-50-II,L,1,50,II,PROSEDUR PADA PAYUDARA (SEDANG),1,D,PEMERINTAH,INAP,7173000,8356500,9540100
L-1-50-III,L,1,50,III,PROSEDUR PADA PAYUDARA (BERAT),1,D,PEMERINTAH,INAP,9234200,10757800,12281500
L-4-10-I,L,4,10,I,PENYAKIT KULIT MAYOR (RINGAN),1,D,PEMERINTAH,INAP,1383100,1611300,1839500
L-4-10-II,L,4,10,II,PENYAKIT KULIT MAYOR (SEDANG),1,D,PEMERINTAH,INAP,1719700,2003400,2287200
L-4-10-III,L,4,10,III,PENYAKIT KULIT MAYOR (BERAT),1,D,PEMERINTAH,INAP,1969700,2294600,2619600
L-4-11-I,L,4,11,I,TUMOR PAYUDARA (RINGAN),1,D,PEMERINTAH,INAP,2455100,2860200,3265200
L-4-11-II,L,4,11,II,TUMOR PAYUDARA (SEDANG),1,D,PEMERINTAH,INAP,3362600,3917400,4472200
L-4-11-III,L,4,11,III,TUMOR PAYUDARA (BERAT),1,D,PEMERINTAH,INAP,7624900,8883100,10141200
L-4-12-I,L,4,12,I,PERADANGAN KULIT/CELLULITIS (RINGAN),1,D,PEMERINTAH,INAP,1391200,1620800,1850300
L-4-12-II,L,4,12,II,PERADANGAN KULIT/CELLULITIS (SEDANG),1,D,PEMERINTAH,INAP,1840100,2143700,2447300
L-4-12-III,L,4,12,III,PERADANGAN KULIT/CELLULITIS (BERAT),1,D,PEMERINTAH,INAP,4867500,5670700,6473800
L-4-13-I,L,4,13,I,"TRAUMA PADA KULIT, JA(RINGAN) BAWAH KULIT DAN PAYUDARA (RINGAN)",1,D,PEMERINTAH,INAP,2266700,2640700,3014700
L-4-13-II,L,4,13,II,"TRAUMA PADA KULIT, JA(RINGAN) BAWAH KULIT DAN PAYUDARA (SEDANG)",1,D,PEMERINTAH,INAP,2664000,3103500,3543100
L-4-13-III,L,4,13,III,"TRAUMA PADA KULIT, JA(RINGAN) BAWAH KULIT DAN PAYUDARA (BERAT)",1,D,PEMERINTAH,INAP,3920100,4566900,5213700
L-4-14-I,L,4,14,I,GANGGUAN PADA KULIT & PAYUDARA LAIN-LAIN (RINGAN),1,D,PEMERINTAH,INAP,2107400,2455100,2802900
L-4-14-II,L,4,14,II,GANGGUAN PADA KULIT & PAYUDARA LAIN-LAIN (SEDANG),1,D,PEMERINTAH,INAP,3015500,3513100,4010700
L-4-14-III,L,4,14,III,GANGGUAN PADA KULIT & PAYUDARA LAIN-LAIN (BERAT),1,D,PEMERINTAH,INAP,4250700,4952100,5653500
M-1-01-I,M,1,1,I,PROSEDUR BILATERAL DAN MULTIPLE PADA SENDI TUNGKAI BAWAH (RINGAN),1,D,PEMERINTAH,INAP,7547300,8792600,10037900
M-1-01-II,M,1,1,II,PROSEDUR BILATERAL DAN MULTIPLE PADA SENDI TUNGKAI BAWAH (SEDANG),1,D,PEMERINTAH,INAP,10088000,11752500,13417000
M-1-01-III,M,1,1,III,PROSEDUR BILATERAL DAN MULTIPLE PADA SENDI TUNGKAI BAWAH (BERAT),1,D,PEMERINTAH,INAP,14523700,16920100,19316500
M-1-02-I,M,1,2,I,AMPUTASI (RINGAN),1,D,PEMERINTAH,INAP,6289900,7327700,8365600
M-1-02-II,M,1,2,II,AMPUTASI (SEDANG),1,D,PEMERINTAH,INAP,10318400,12020900,13723500
M-1-02-III,M,1,2,III,AMPUTASI (BERAT),1,D,PEMERINTAH,INAP,17530700,20423200,23315800
M-1-03-I,M,1,3,I,PROSEDUR FUSI TULANG BELAKANG PADA LENGKUNGAN TULANG BELAKANG (RINGAN),1,D,PEMERINTAH,INAP,15398800,17939600,20480300
M-1-03-II,M,1,3,II,PROSEDUR FUSI TULANG BELAKANG PADA LENGKUNGAN TULANG BELAKANG (SEDANG),1,D,PEMERINTAH,INAP,18011100,20982900,23954700
M-1-03-III,M,1,3,III,PROSEDUR FUSI TULANG BELAKANG PADA LENGKUNGAN TULANG BELAKANG (BERAT),1,D,PEMERINTAH,INAP,22291700,25969800,29647900
M-1-04-I,M,1,4,I,PROSEDUR PADA SENDI TUNGKAI BAWAH (RINGAN),1,D,PEMERINTAH,INAP,8044300,9371600,10698900
M-1-04-II,M,1,4,II,PROSEDUR PADA SENDI TUNGKAI BAWAH (SEDANG),1,D,PEMERINTAH,INAP,10334600,12039900,13745100
M-1-04-III,M,1,4,III,PROSEDUR PADA SENDI TUNGKAI BAWAH (BERAT),1,D,PEMERINTAH,INAP,12365600,14405900,16446200
M-1-05-I,M,1,5,I,PROSEDUR PADA SENDI TUNGKAI ATAS (RINGAN),1,D,PEMERINTAH,INAP,8522400,9928600,11334800
M-1-05-II,M,1,5,II,PROSEDUR PADA SENDI TUNGKAI ATAS (SEDANG),1,D,PEMERINTAH,INAP,10824300,12610200,14396200
M-1-05-III,M,1,5,III,PROSEDUR PADA SENDI TUNGKAI ATAS (BERAT),1,D,PEMERINTAH,INAP,12250700,14272000,16293400
M-1-07-I,M,1,7,I,PROSEDUR FUSI TULANG BELAKANG SELAIN LENGKUNGAN TULANG BELAKANG (RINGAN),1,D,PEMERINTAH,INAP,5661000,6595000,7529100
M-1-07-II,M,1,7,II,PROSEDUR FUSI TULANG BELAKANG SELAIN LENGKUNGAN TULANG BELAKANG (SEDANG),1,D,PEMERINTAH,INAP,7583700,8835000,10086300
M-1-07-III,M,1,7,III,PROSEDUR FUSI TULANG BELAKANG SELAIN LENGKUNGAN TULANG BELAKANG (BERAT),1,D,PEMERINTAH,INAP,15448700,17997800,20546800
M-1-10-I,M,1,10,I,PROSEDUR KRANIAL DAN REKONSTRUKSI TULANG WAJAH (RINGAN),1,D,PEMERINTAH,INAP,11903500,13867500,15831600
M-1-10-II,M,1,10,II,PROSEDUR KRANIAL DAN REKONSTRUKSI TULANG WAJAH (SEDANG),1,D,PEMERINTAH,INAP,21855000,25461100,29067100
M-1-10-III,M,1,10,III,PROSEDUR KRANIAL DAN REKONSTRUKSI TULANG WAJAH (BERAT),1,D,PEMERINTAH,INAP,43670000,50875600,58081100
M-1-20-I,M,1,20,I,PROSEDUR PADA PAHA DAN SENDI PANGGUL (RINGAN),1,D,PEMERINTAH,INAP,8868900,10332200,11795600
M-1-20-II,M,1,20,II,PROSEDUR PADA PAHA DAN SENDI PANGGUL (SEDANG),1,D,PEMERINTAH,INAP,11580700,13491500,15402300
M-1-20-III,M,1,20,III,PROSEDUR PADA PAHA DAN SENDI PANGGUL (BERAT),1,D,PEMERINTAH,INAP,26806100,31229100,35652100
M-1-30-I,M,1,30,I,PROSEDUR KAKI (RINGAN),1,D,PEMERINTAH,INAP,5781400,6735300,7689300
M-1-30-II,M,1,30,II,PROSEDUR KAKI (SEDANG),1,D,PEMERINTAH,INAP,9368300,10914000,12459800
M-1-30-III,M,1,30,III,PROSEDUR KAKI (BERAT),1,D,PEMERINTAH,INAP,13395800,15606100,17816400
M-1-40-I,M,1,40,I,EKSISI LOKAL DAN PENGANGKATAN ALAT FIKSASI INTERNAL (RINGAN),1,D,PEMERINTAH,INAP,3191600,3718200,4244800
M-1-40-II,M,1,40,II,EKSISI LOKAL DAN PENGANGKATAN ALAT FIKSASI INTERNAL (SEDANG),1,D,PEMERINTAH,INAP,5219200,6080400,6941600
M-1-40-III,M,1,40,III,EKSISI LOKAL DAN PENGANGKATAN ALAT FIKSASI INTERNAL (BERAT),1,D,PEMERINTAH,INAP,7452000,8681600,9911100
M-1-50-I,M,1,50,I,PROSEDUR JARINGAN LUNAK (RINGAN),1,D,PEMERINTAH,INAP,3879400,4519500,5159600
M-1-50-II,M,1,50,II,PROSEDUR JARINGAN LUNAK (SEDANG),1,D,PEMERINTAH,INAP,6437800,7500000,8562200
M-1-50-III,M,1,50,III,PROSEDUR JARINGAN LUNAK (BERAT),1,D,PEMERINTAH,INAP,10573500,12318200,14062800
M-1-60-I,M,1,60,I,PROSEDUR SISTEM MUSKULOSKLETAL & JARINGAN PENGHUBUNG LAIN-LAIN (RINGAN),1,D,PEMERINTAH,INAP,5446700,6345400,7244100
M-1-60-II,M,1,60,II,PROSEDUR SISTEM MUSKULOSKLETAL & JARINGAN PENGHUBUNG LAIN-LAIN (SEDANG),1,D,PEMERINTAH,INAP,7058000,8222600,9387100
M-1-60-III,M,1,60,III,PROSEDUR SISTEM MUSKULOSKLETAL & JARINGAN PENGHUBUNG LAIN-LAIN (BERAT),1,D,PEMERINTAH,INAP,10928800,12732000,14535300
M-1-70-I,M,1,70,I,PROSEDUR LUTUT DAN TUNGKAI BAWAH SELAIN KAKI (RINGAN),1,D,PEMERINTAH,INAP,10091000,11756000,13421000
M-1-70-II,M,1,70,II,PROSEDUR LUTUT DAN TUNGKAI BAWAH SELAIN KAKI (SEDANG),1,D,PEMERINTAH,INAP,11100100,12931600,14763100
M-1-70-III,M,1,70,III,PROSEDUR LUTUT DAN TUNGKAI BAWAH SELAIN KAKI (BERAT),1,D,PEMERINTAH,INAP,12708100,14804900,16901800
M-1-80-I,M,1,80,I,PROSEDUR ANGGOTA TUBUH ATAS (RINGAN),1,D,PEMERINTAH,INAP,6016200,7008900,8001500
M-1-80-II,M,1,80,II,PROSEDUR ANGGOTA TUBUH ATAS (SEDANG),1,D,PEMERINTAH,INAP,7897000,9200000,10502900
M-1-80-III,M,1,80,III,PROSEDUR ANGGOTA TUBUH ATAS (BERAT),1,D,PEMERINTAH,INAP,13799800,16076800,18353800
M-4-10-I,M,4,10,I,FRAKTUR FEMUR (RINGAN),1,D,PEMERINTAH,INAP,2097800,2443900,2790000
M-4-10-II,M,4,10,II,FRAKTUR FEMUR (SEDANG),1,D,PEMERINTAH,INAP,3458400,4029000,4599600
M-4-10-III,M,4,10,III,FRAKTUR FEMUR (BERAT),1,D,PEMERINTAH,INAP,6724300,7833800,8943300
M-4-11-I,M,4,11,I,FRAKTUR PELVIS ATAU DISLOKASI SENDI PANGGUL (RINGAN),1,D,PEMERINTAH,INAP,2964600,3453800,3942900
M-4-11-II,M,4,11,II,FRAKTUR PELVIS ATAU DISLOKASI SENDI PANGGUL (SEDANG),1,D,PEMERINTAH,INAP,5520500,6431400,7342300
M-4-11-III,M,4,11,III,FRAKTUR PELVIS ATAU DISLOKASI SENDI PANGGUL (BERAT),1,D,PEMERINTAH,INAP,8018700,9341800,10664800
M-4-12-I,M,4,12,I,FRAKTUR/DISLOKASI SELAIN FEMUR DAN PELVIS (RINGAN),1,D,PEMERINTAH,INAP,2255000,2627000,2999100
M-4-12-II,M,4,12,II,FRAKTUR/DISLOKASI SELAIN FEMUR DAN PELVIS (SEDANG),1,D,PEMERINTAH,INAP,3343100,3894700,4446300
M-4-12-III,M,4,12,III,FRAKTUR/DISLOKASI SELAIN FEMUR DAN PELVIS (BERAT),1,D,PEMERINTAH,INAP,4497900,5240100,5982200
M-4-13-I,M,4,13,I,"TUMOR MUSKULOSKLETAL,JARINGAN KONEKTIF DAN FRAKTUR PATOLOGIS (RINGAN)",1,D,PEMERINTAH,INAP,3346700,3898900,4451200
M-4-13-II,M,4,13,II,"TUMOR MUSKULOSKLETAL,JARINGAN KONEKTIF DAN FRAKTUR PATOLOGIS (SEDANG)",1,D,PEMERINTAH,INAP,5028200,5857900,6687600
M-4-13-III,M,4,13,III,"TUMOR MUSKULOSKLETAL,JARINGAN KONEKTIF DAN FRAKTUR PATOLOGIS (BERAT)",1,D,PEMERINTAH,INAP,9810000,11428600,13047300
M-4-14-I,M,4,14,I,OSTEOMIELITIS (RINGAN),1,D,PEMERINTAH,INAP,4212000,4907000,5602000
M-4-14-II,M,4,14,II,OSTEOMIELITIS (SEDANG),1,D,PEMERINTAH,INAP,4993100,5817000,6640900
M-4-14-III,M,4,14,III,OSTEOMIELITIS (BERAT),1,D,PEMERINTAH,INAP,7173800,8357500,9541100
M-4-15-I,M,4,15,I,ARTRITIS SEPSIS (RINGAN),1,D,PEMERINTAH,INAP,2625100,3058200,3491400
M-4-15-II,M,4,15,II,ARTRITIS SEPSIS (SEDANG),1,D,PEMERINTAH,INAP,3712300,4324800,4937400
M-4-15-III,M,4,15,III,ARTRITIS SEPSIS (BERAT),1,D,PEMERINTAH,INAP,6845800,7975400,9105000
M-4-16-I,M,4,16,I,GANGGUAN JARINGAN KONEKTIF (RINGAN),1,D,PEMERINTAH,INAP,2141600,2495000,2848300
M-4-16-II,M,4,16,II,GANGGUAN JARINGAN KONEKTIF (SEDANG),1,D,PEMERINTAH,INAP,3444300,4012600,4580900
M-4-16-III,M,4,16,III,GANGGUAN JARINGAN KONEKTIF (BERAT),1,D,PEMERINTAH,INAP,5734000,6680100,7626200
M-4-17-I,M,4,17,I,MASALAH BAGIAN PUNGGUNG/PINGGANG BELAKANG (RINGAN),1,D,PEMERINTAH,INAP,2515100,2930100,3345100
M-4-17-II,M,4,17,II,MASALAH BAGIAN PUNGGUNG/PINGGANG BELAKANG (SEDANG),1,D,PEMERINTAH,INAP,3517700,4098100,4678500
M-4-17-III,M,4,17,III,MASALAH BAGIAN PUNGGUNG/PINGGANG BELAKANG (BERAT),1,D,PEMERINTAH,INAP,4912200,5722700,6533200
M-4-18-I,M,4,18,I,PENYAKIT TULANG DAN SENDI LAIN-LAIN (RINGAN),1,D,PEMERINTAH,INAP,1900900,2214500,2528200
M-4-18-II,M,4,18,II,PENYAKIT TULANG DAN SENDI LAIN-LAIN (SEDANG),1,D,PEMERINTAH,INAP,2864600,3337300,3810000
M-4-18-III,M,4,18,III,PENYAKIT TULANG DAN SENDI LAIN-LAIN (BERAT),1,D,PEMERINTAH,INAP,3449200,4018300,4587400
M-4-19-I,M,4,19,I,"MALFUNGSI, REAKSI ATAU KOMPLIKASI DARI PROSEDUR ATAU PEMASANGAN ALAT ORTOPEDIK (RINGAN)",1,D,PEMERINTAH,INAP,3186700,3712500,4238300
M-4-19-II,M,4,19,II,"MALFUNGSI, REAKSI ATAU KOMPLIKASI DARI PROSEDUR ATAU PEMASANGAN ALAT ORTOPEDIK (SEDANG)",1,D,PEMERINTAH,INAP,5542100,6456600,7371000
M-4-19-III,M,4,19,III,"MALFUNGSI, REAKSI ATAU KOMPLIKASI DARI PROSEDUR ATAU PEMASANGAN ALAT ORTOPEDIK (BERAT)",1,D,PEMERINTAH,INAP,6932900,8076800,9220800
M-4-20-I,M,4,20,I,"TANDA, GEJALA & PERADANGAN MUSKULOSKELETAL (RINGAN)",1,D,PEMERINTAH,INAP,1999600,2329500,2659500
M-4-20-II,M,4,20,II,"TANDA, GEJALA & PERADANGAN MUSKULOSKELETAL (SEDANG)",1,D,PEMERINTAH,INAP,2928000,3411100,3894300
M-4-20-III,M,4,20,III,"TANDA, GEJALA & PERADANGAN MUSKULOSKELETAL (BERAT)",1,D,PEMERINTAH,INAP,3272500,3812400,4352400
M-4-21-I,M,4,21,I,GANGGUAN SISTEM MUSKULOSKELETAL & JA(RINGAN) PENYAMBUNG LAIN-LAIN (RINGAN),1,D,PEMERINTAH,INAP,2880700,3356000,3831200
M-4-21-II,M,4,21,II,GANGGUAN SISTEM MUSKULOSKELETAL & JA(RINGAN) PENYAMBUNG LAIN-LAIN (SEDANG),1,D,PEMERINTAH,INAP,3512500,4092100,4671600
M-4-21-III,M,4,21,III,GANGGUAN SISTEM MUSKULOSKELETAL & JA(RINGAN) PENYAMBUNG LAIN-LAIN (BERAT),1,D,PEMERINTAH,INAP,5722700,6666900,7611100
N-1-11-I,N,1,11,I,PROSEDUR KANDUNG KEMIH KOMPLEK (RINGAN),1,D,PEMERINTAH,INAP,5807600,6765900,7724200
N-1-11-II,N,1,11,II,PROSEDUR KANDUNG KEMIH KOMPLEK (SEDANG),1,D,PEMERINTAH,INAP,9183200,10698400,12213700
N-1-11-III,N,1,11,III,PROSEDUR KANDUNG KEMIH KOMPLEK (BERAT),1,D,PEMERINTAH,INAP,14316600,16678800,19041100
N-1-12-I,N,1,12,I,"MEMBUAT BARU, MEREVISI DAN MEMINDAHKAN ALAT DIALISIS (RINGAN)",1,D,PEMERINTAH,INAP,3396500,3956900,4517300
N-1-12-II,N,1,12,II,"MEMBUAT BARU, MEREVISI DAN MEMINDAHKAN ALAT DIALISIS (SEDANG)",1,D,PEMERINTAH,INAP,5893000,6865300,7837600
N-1-12-III,N,1,12,III,"MEMBUAT BARU, MEREVISI DAN MEMINDAHKAN ALAT DIALISIS (BERAT)",1,D,PEMERINTAH,INAP,12787900,14897900,17007900
N-1-20-I,N,1,20,I,PROSEDUR SALURAN URIN ATAS (RINGAN),1,D,PEMERINTAH,INAP,6471600,7539400,8607200
N-1-20-II,N,1,20,II,PROSEDUR SALURAN URIN ATAS (SEDANG),1,D,PEMERINTAH,INAP,9056600,10550900,12045300
N-1-20-III,N,1,20,III,PROSEDUR SALURAN URIN ATAS (BERAT),1,D,PEMERINTAH,INAP,12673600,14764700,16855900
N-1-30-I,N,1,30,I,PROSEDUR KANDUNG KEMIH DAN SALURAN URIN BAWAH (RINGAN),1,D,PEMERINTAH,INAP,5922600,6899800,7877100
N-1-30-II,N,1,30,II,PROSEDUR KANDUNG KEMIH DAN SALURAN URIN BAWAH (SEDANG),1,D,PEMERINTAH,INAP,8959800,10438100,11916500
N-1-30-III,N,1,30,III,PROSEDUR KANDUNG KEMIH DAN SALURAN URIN BAWAH (BERAT),1,D,PEMERINTAH,INAP,10311800,12013200,13714700
N-1-40-I,N,1,40,I,PROSEDUR PADA URETRA DAN TRANSURETRA (RINGAN),1,D,PEMERINTAH,INAP,5319000,6196600,7074200
N-1-40-II,N,1,40,II,PROSEDUR PADA URETRA DAN TRANSURETRA (SEDANG),1,D,PEMERINTAH,INAP,7223100,8414900,9606600
N-1-40-III,N,1,40,III,PROSEDUR PADA URETRA DAN TRANSURETRA (BERAT),1,D,PEMERINTAH,INAP,8406700,9793800,11180800
N-4-10-I,N,4,10,I,TUMOR GINJAL & SALURAN URIN & GAGAL GINJAL (RINGAN),1,D,PEMERINTAH,INAP,2587800,3014800,3441700
N-4-10-II,N,4,10,II,TUMOR GINJAL & SALURAN URIN & GAGAL GINJAL (SEDANG),1,D,PEMERINTAH,INAP,3008400,3504800,4001100
N-4-10-III,N,4,10,III,TUMOR GINJAL & SALURAN URIN & GAGAL GINJAL (BERAT),1,D,PEMERINTAH,INAP,4623300,5386100,6149000
N-4-11-I,N,4,11,I,PERADANGAN GINJAL (RINGAN),1,D,PEMERINTAH,INAP,1734800,2021000,2307300
N-4-11-II,N,4,11,II,PERADANGAN GINJAL (SEDANG),1,D,PEMERINTAH,INAP,3030900,3531000,4031100
M-1-20-I,M,1,20,I,PROSEDUR PADA PAHA DAN SENDI PANGGUL (RINGAN),1,D,PEMERINTAH,INAP,8868900,10332200,11795600
M-1-20-II,M,1,20,II,PROSEDUR PADA PAHA DAN SENDI PANGGUL (SEDANG),1,D,PEMERINTAH,INAP,11580700,13491500,15402300
M-1-20-III,M,1,20,III,PROSEDUR PADA PAHA DAN SENDI PANGGUL (BERAT),1,D,PEMERINTAH,INAP,26806100,31229100,35652100
M-1-30-I,M,1,30,I,PROSEDUR KAKI (RINGAN),1,D,PEMERINTAH,INAP,5781400,6735300,7689300
M-1-30-II,M,1,30,II,PROSEDUR KAKI (SEDANG),1,D,PEMERINTAH,INAP,9368300,10914000,12459800
M-1-30-III,M,1,30,III,PROSEDUR KAKI (BERAT),1,D,PEMERINTAH,INAP,13395800,15606100,17816400
M-1-40-I,M,1,40,I,EKSISI LOKAL DAN PENGANGKATAN ALAT FIKSASI INTERNAL (RINGAN),1,D,PEMERINTAH,INAP,3191600,3718200,4244800
M-1-40-II,M,1,40,II,EKSISI LOKAL DAN PENGANGKATAN ALAT FIKSASI INTERNAL (SEDANG),1,D,PEMERINTAH,INAP,5219200,6080400,6941600
M-1-40-III,M,1,40,III,EKSISI LOKAL DAN PENGANGKATAN ALAT FIKSASI INTERNAL (BERAT),1,D,PEMERINTAH,INAP,7452000,8681600,9911100
M-1-50-I,M,1,50,I,PROSEDUR JARINGAN LUNAK (RINGAN),1,D,PEMERINTAH,INAP,3879400,4519500,5159600
M-1-50-II,M,1,50,II,PROSEDUR JARINGAN LUNAK (SEDANG),1,D,PEMERINTAH,INAP,6437800,7500000,8562200
M-1-50-III,M,1,50,III,PROSEDUR JARINGAN LUNAK (BERAT),1,D,PEMERINTAH,INAP,10573500,12318200,14062800
M-1-60-I,M,1,60,I,PROSEDUR SISTEM MUSKULOSKLETAL & JARINGAN PENGHUBUNG LAIN-LAIN (RINGAN),1,D,PEMERINTAH,INAP,5446700,6345400,7244100
M-1-60-II,M,1,60,II,PROSEDUR SISTEM MUSKULOSKLETAL & JARINGAN PENGHUBUNG LAIN-LAIN (SEDANG),1,D,PEMERINTAH,INAP,7058000,8222600,9387100
M-1-60-III,M,1,60,III,PROSEDUR SISTEM MUSKULOSKLETAL & JARINGAN PENGHUBUNG LAIN-LAIN (BERAT),1,D,PEMERINTAH,INAP,10928800,12732000,14535300
M-1-70-I,M,1,70,I,PROSEDUR LUTUT DAN TUNGKAI BAWAH SELAIN KAKI (RINGAN),1,D,PEMERINTAH,INAP,10091000,11756000,13421000
M-1-70-II,M,1,70,II,PROSEDUR LUTUT DAN TUNGKAI BAWAH SELAIN KAKI (SEDANG),1,D,PEMERINTAH,INAP,11100100,12931600,14763100
M-1-70-III,M,1,70,III,PROSEDUR LUTUT DAN TUNGKAI BAWAH SELAIN KAKI (BERAT),1,D,PEMERINTAH,INAP,12708100,14804900,16901800
M-1-80-I,M,1,80,I,PROSEDUR ANGGOTA TUBUH ATAS (RINGAN),1,D,PEMERINTAH,INAP,6016200,7008900,8001500
M-1-80-II,M,1,80,II,PROSEDUR ANGGOTA TUBUH ATAS (SEDANG),1,D,PEMERINTAH,INAP,7897000,9200000,10502900
M-1-80-III,M,1,80,III,PROSEDUR ANGGOTA TUBUH ATAS (BERAT),1,D,PEMERINTAH,INAP,13799800,16076800,18353800
M-4-10-I,M,4,10,I,FRAKTUR FEMUR (RINGAN),1,D,PEMERINTAH,INAP,2097800,2443900,2790000
M-4-10-II,M,4,10,II,FRAKTUR FEMUR (SEDANG),1,D,PEMERINTAH,INAP,3458400,4029000,4599600
M-4-10-III,M,4,10,III,FRAKTUR FEMUR (BERAT),1,D,PEMERINTAH,INAP,6724300,7833800,8943300
M-4-11-I,M,4,11,I,FRAKTUR PELVIS ATAU DISLOKASI SENDI PANGGUL (RINGAN),1,D,PEMERINTAH,INAP,2964600,3453800,3942900
M-4-11-II,M,4,11,II,FRAKTUR PELVIS ATAU DISLOKASI SENDI PANGGUL (SEDANG),1,D,PEMERINTAH,INAP,5520500,6431400,7342300
M-4-11-III,M,4,11,III,FRAKTUR PELVIS ATAU DISLOKASI SENDI PANGGUL (BERAT),1,D,PEMERINTAH,INAP,8018700,9341800,10664800
M-4-12-I,M,4,12,I,FRAKTUR/DISLOKASI SELAIN FEMUR DAN PELVIS (RINGAN),1,D,PEMERINTAH,INAP,2255000,2627000,2999100
M-4-12-II,M,4,12,II,FRAKTUR/DISLOKASI SELAIN FEMUR DAN PELVIS (SEDANG),1,D,PEMERINTAH,INAP,3343100,3894700,4446300
M-4-12-III,M,4,12,III,FRAKTUR/DISLOKASI SELAIN FEMUR DAN PELVIS (BERAT),1,D,PEMERINTAH,INAP,4497900,5240100,5982200
